UserId,ContinentId,RegionId,CountryId,CityId
0000000378,04,15,0109,000535
0000000382,03,13,0093,002905
0000000386,04,15,0109,001434
0000000388,01,04,0022,000110
0000000390,03,12,0088,002606
0000000393,05,17,0122,005729
0000000396,02,08,0051,000682
0000000397,04,15,0109,003915
0000000399,05,17,0130,006117
0000000404,05,17,0125,005954
0000000408,05,17,0127,006062
0000000410,03,14,0101,003013
0000000418,03,14,0101,003098
0000000419,05,21,0163,004736
0000000421,05,21,0163,001396
0000000422,02,08,0051,001358
0000000425,03,14,0106,003551
0000000426,04,15,0109,003702
0000000430,03,13,0093,002708
0000000432,05,21,0159,007494
0000000433,04,15,0109,004262
0000000435,05,21,0163,008317
0000000442,03,14,0106,003551
0000000444,05,21,0163,008757
0000000445,05,21,0163,008221
0000000446,04,15,0109,005100
0000000447,04,15,0109,004940
0000000455,05,21,0163,000426
0000000456,04,15,0109,004819
0000000459,04,16,0115,005506
0000000462,04,15,0109,001434
0000000464,03,12,0086,002563
0000000470,03,12,0088,002590
0000000476,03,12,0089,002623
0000000478,05,19,0144,006621
0000000480,02,08,0051,002097
0000000484,05,21,0163,008367
0000000485,04,15,0109,004442
0000000488,05,20,0150,006759
0000000490,03,14,0101,003098
0000000494,04,15,0109,005042
0000000501,04,15,0109,004940
0000000503,04,16,0115,005506
0000000511,02,08,0051,000929
0000000512,04,15,0109,003915
0000000515,03,14,0103,003367
0000000516,04,15,0109,003687
0000000517,03,14,0101,003098
0000000518,03,13,0091,002649
0000000521,04,15,0109,003687
0000000525,04,15,0109,000535
0000000527,04,16,0115,000390
0000000528,04,15,0109,003687
0000000542,05,17,0125,005911
0000000545,04,16,0115,005487
0000000550,05,19,0144,006609
0000000554,05,19,0142,006520
0000000565,03,13,0093,002770
0000000568,01,04,0022,000136
0000000571,04,15,0109,000535
0000000572,02,08,0051,000882
0000000574,03,14,0106,003551
0000000577,03,14,0107,003577
0000000580,05,21,0163,008571
0000000581,04,15,0109,005030
0000000583,05,21,0163,000743
0000000584,03,11,0069,002277
0000000585,05,17,0125,005838
0000000590,04,15,0109,001434
0000000594,04,15,0109,003915
0000000595,05,19,0144,006609
0000000597,04,15,0109,004303
0000000603,04,16,0115,005506
0000000620,04,15,0109,004756
0000000621,03,12,0079,002517
0000000625,04,16,0115,005488
0000000627,03,13,0093,002690
0000000630,04,15,0109,004630
0000000633,05,21,0158,007195
0000000636,04,15,0109,000535
0000000637,02,08,0051,000848
0000000638,04,15,0109,005267
0000000640,03,13,0097,002976
0000000646,05,21,0163,000426
0000000648,05,21,0163,000426
0000000649,04,15,0109,004606
0000000652,02,08,0048,000554
0000000655,04,15,0109,004940
0000000656,03,14,0101,003013
0000000657,03,14,0103,003342
0000000659,03,14,0106,003551
0000000664,04,15,0109,005267
0000000667,02,08,0051,001716
0000000669,02,08,0048,000554
0000000678,03,12,0086,002564
0000000679,04,15,0109,003849
0000000683,03,14,0101,003098
0000000688,05,19,0141,006416
0000000689,03,14,0106,003551
0000000690,04,15,0109,005399
0000000691,04,15,0109,001623
0000000694,04,15,0109,005045
0000000697,03,11,0069,002282
0000000698,03,14,0103,003380
0000000706,03,14,0101,003226
0000000708,03,14,0101,003285
0000000716,03,14,0103,003354
0000000718,03,14,0101,003106
0000000720,04,15,0109,001434
0000000724,02,08,0051,000965
0000000726,04,16,0115,005671
0000000727,03,11,0069,002282
0000000728,05,21,0163,008166
0000000733,04,16,0115,000390
0000000736,03,14,0101,003013
0000000739,04,15,0109,003915
0000000740,02,08,0048,000545
0000000741,05,17,0123,005782
0000000742,05,21,0163,001346
0000000743,04,15,0109,001434
0000000745,01,04,0022,000107
0000000746,03,14,0101,003140
0000000747,03,13,0093,002910
0000000748,03,13,0091,002648
0000000750,05,17,0131,006129
0000000752,05,21,0163,008051
0000000753,03,14,0101,003071
0000000759,05,20,0155,007020
0000000761,05,21,0163,000426
0000000762,03,11,0073,002428
0000000766,04,15,0109,004940
0000000767,03,14,0103,003354
0000000768,04,15,0109,003687
0000000770,03,12,0081,002537
0000000773,04,15,0109,001434
0000000775,01,04,0022,000136
0000000776,02,08,0048,000383
0000000778,04,15,0109,003794
0000000780,05,21,0163,009084
0000000781,04,15,0109,004151
0000000782,02,08,0048,000402
0000000793,02,08,0051,000858
0000000799,04,15,0109,001434
0000000800,05,19,0143,006559
0000000804,04,15,0109,003981
0000000807,04,15,0109,001434
0000000810,05,21,0163,000743
0000000812,02,08,0051,001804
0000000817,05,21,0163,008945
0000000823,03,14,0106,003551
0000000824,05,21,0163,009116
0000000830,04,15,0109,005180
0000000835,02,08,0048,000365
0000000839,03,13,0094,002932
0000000841,04,15,0109,001434
0000000842,02,08,0051,000698
0000000843,05,21,0163,000426
0000000844,05,21,0163,008909
0000000845,04,15,0109,003915
0000000849,03,14,0101,003236
0000000850,04,15,0109,005267
0000000851,04,15,0109,001434
0000000857,05,21,0160,007611
0000000858,03,14,0101,003013
0000000864,05,21,0163,000999
0000000865,02,08,0051,001156
0000000868,04,15,0109,004940
0000000870,04,15,0109,003687
0000000873,04,15,0109,004715
0000000874,02,08,0048,000554
0000000877,04,15,0109,004940
0000000878,04,15,0109,004545
0000000880,04,16,0115,005596
0000000882,05,19,0141,006484
0000000885,03,14,0101,003297
0000000886,04,15,0109,001434
0000000888,05,19,0142,006512
0000000891,03,13,0093,002730
0000000894,03,13,0095,002938
0000000898,02,08,0051,002012
0000000905,04,15,0109,001434
0000000907,03,14,0106,003551
0000000908,05,21,0159,007474
0000000918,03,14,0100,002999
0000000919,02,08,0051,000676
0000000920,04,15,0109,004940
0000000922,04,15,0109,004506
0000000927,04,16,0115,005488
0000000930,03,11,0069,002282
0000000933,03,12,0084,002550
0000000940,02,08,0051,002062
0000000941,03,11,0071,002344
0000000942,05,21,0163,000426
0000000945,05,21,0158,007214
0000000950,02,08,0048,000554
0000000954,03,14,0101,003098
0000000956,04,16,0115,005506
0000000960,01,04,0022,000202
0000000961,04,15,0109,005021
0000000962,04,15,0109,004816
0000000966,03,14,0100,002999
0000000970,04,15,0109,005433
0000000974,04,15,0109,005081
0000000978,04,15,0109,003973
0000000979,03,14,0103,000238
0000000980,04,15,0109,001434
0000000981,05,19,0144,006583
0000000989,04,15,0109,004940
0000000990,04,15,0109,003687
0000000993,04,15,0109,001434
0000000995,04,15,0109,004196
0000000999,04,15,0109,000026
0000001000,04,15,0109,005180
0000001002,05,21,0163,000426
0000001009,02,08,0048,000335
0000001011,03,13,0093,002730
0000001018,02,08,0048,000462
0000001030,03,14,0101,003013
0000001033,04,15,0109,001434
0000001035,05,17,0125,005954
0000001037,05,21,0163,008048
0000001041,04,15,0109,000535
0000001044,05,21,0160,007595
0000001048,04,15,0109,003687
0000001059,02,08,0048,000554
0000001060,02,08,0051,001798
0000001061,05,21,0159,007494
0000001062,05,17,0130,006117
0000001064,05,17,0135,006318
0000001065,04,15,0109,005399
0000001068,02,08,0048,000338
0000001074,05,21,0163,008281
0000001079,04,15,0109,004836
0000001083,04,15,0109,000535
0000001086,05,21,0162,007875
0000001088,05,21,0163,008221
0000001089,04,15,0109,003724
0000001094,02,08,0048,000339
0000001095,05,21,0159,007494
0000001097,04,15,0109,000535
0000001099,04,15,0109,005368
0000001101,04,15,0109,004940
0000001102,03,14,0106,003551
0000001103,04,15,0109,003750
0000001105,04,16,0115,005651
0000001107,04,15,0109,004019
0000001114,02,08,0050,000611
0000001115,05,17,0121,002043
0000001116,03,12,0082,002544
0000001117,04,15,0109,004940
0000001119,05,20,0157,007112
0000001122,04,15,0109,004623
0000001124,04,16,0115,005488
0000001127,05,20,0150,000692
0000001132,02,08,0051,000819
0000001137,04,15,0109,004756
0000001148,04,15,0109,004940
0000001150,02,08,0051,001806
0000001151,03,14,0101,003225
0000001152,04,15,0109,004940
0000001157,04,15,0109,003969
0000001161,03,13,0093,002682
0000001163,04,15,0109,004940
0000001169,05,17,0133,006163
0000001170,05,21,0163,001396
0000001171,05,17,0125,005954
0000001175,02,08,0051,001159
0000001180,04,15,0109,003986
0000001188,04,15,0109,000535
0000001190,03,12,0086,002564
0000001196,04,15,0109,003915
0000001202,03,13,0097,002956
0000001205,05,19,0144,006609
0000001206,03,13,0093,002819
0000001208,02,08,0051,001376
0000001210,05,21,0159,007466
0000001212,04,15,0109,000535
0000001214,05,17,0135,006245
0000001215,03,12,0088,002604
0000001216,04,15,0109,001434
0000001218,05,20,0155,007009
0000001219,05,20,0150,006759
0000001221,04,15,0109,000161
0000001222,05,20,0150,006786
0000001226,03,14,0106,003551
0000001228,03,12,0089,002623
0000001231,04,15,0109,004376
0000001232,04,15,0109,004940
0000001237,03,14,0101,003140
0000001240,03,14,0103,003354
0000001244,03,14,0105,003474
0000001245,03,11,0069,002282
0000001249,04,16,0115,005598
0000001252,04,15,0109,005024
0000001255,05,21,0163,008227
0000001257,04,15,0109,001434
0000001258,05,21,0158,007214
0000001265,04,15,0109,004940
0000001269,04,15,0109,000535
0000001271,04,15,0109,004065
0000001274,04,15,0109,005066
0000001275,04,15,0109,004940
0000001278,05,21,0163,008258
0000001280,05,17,0131,006129
0000001281,03,14,0099,002994
0000001283,04,15,0109,004893
0000001286,04,15,0109,004159
0000001287,05,21,0163,008515
0000001288,05,21,0163,009002
0000001291,05,21,0163,008392
0000001292,04,16,0115,005671
0000001293,03,14,0101,003098
0000001296,04,15,0109,005272
0000001299,05,20,0150,006768
0000001301,05,21,0163,000426
0000001307,04,15,0109,004568
0000001310,05,19,0141,006424
0000001316,05,21,0162,000667
0000001318,04,15,0109,004940
0000001319,03,14,0106,003551
0000001320,05,21,0163,008525
0000001328,05,21,0163,008321
0000001329,04,15,0109,004940
0000001331,04,15,0109,000535
0000001332,05,20,0157,007041
0000001333,05,19,0141,006464
0000001334,05,21,0162,007833
0000001335,03,14,0101,003098
0000001341,04,15,0109,003915
0000001342,03,14,0101,003285
0000001343,02,08,0051,001525
0000001345,04,15,0109,005368
0000001346,05,21,0163,009083
0000001356,05,21,0163,009127
0000001358,04,15,0109,003931
0000001359,04,15,0109,001434
0000001362,05,19,0141,006418
0000001364,04,15,0109,004940
0000001366,04,15,0109,004616
0000001367,05,19,0142,006512
0000001368,05,21,0163,001396
0000001373,04,15,0109,004940
0000001374,02,08,0051,001831
0000001375,05,21,0163,007918
0000001377,04,15,0109,003828
0000001384,05,21,0163,008619
0000001387,02,08,0051,000496
0000001391,04,15,0109,000535
0000001396,04,15,0109,000535
0000001398,02,08,0051,001500
0000001401,04,15,0109,003982
0000001403,03,14,0105,001399
0000001406,02,08,0051,001376
0000001407,05,21,0163,000426
0000001410,02,08,0048,000554
0000001416,05,17,0128,006066
0000001418,04,15,0109,004940
0000001420,03,12,0081,002538
0000001423,03,14,0101,003112
0000001428,02,08,0051,001795
0000001433,04,15,0109,000161
0000001436,03,14,0103,003354
0000001440,05,21,0163,008702
0000001441,02,08,0051,001656
0000001445,05,21,0163,008699
0000001446,05,17,0124,005802
0000001448,04,16,0115,005606
0000001451,04,15,0109,004940
0000001452,03,14,0105,003474
0000001453,04,16,0115,005610
0000001456,04,15,0109,004395
0000001459,03,13,0093,002819
0000001460,05,21,0163,001011
0000001471,03,14,0103,003367
0000001473,04,15,0109,004559
0000001474,02,08,0051,001804
0000001478,04,16,0115,005671
0000001482,03,14,0101,003098
0000001485,02,08,0051,002020
0000001486,04,15,0109,001434
0000001492,02,08,0048,000477
0000001493,04,15,0109,004940
0000001495,04,15,0109,004940
0000001497,04,15,0109,005187
0000001501,04,15,0109,004940
0000001505,03,14,0106,003551
0000001508,02,08,0048,000554
0000001509,04,15,0109,003973
0000001511,03,12,0088,002604
0000001512,05,21,0163,000426
0000001521,05,17,0125,005885
0000001524,03,12,0082,001336
0000001526,05,17,0133,006181
0000001529,03,11,0069,002282
0000001531,04,16,0115,005598
0000001533,04,15,0109,001434
0000001535,05,21,0163,001556
0000001536,04,15,0109,003915
0000001537,04,15,0109,005374
0000001538,03,13,0093,002706
0000001539,04,15,0109,004637
0000001540,04,15,0109,000535
0000001545,05,19,0142,006512
0000001548,02,08,0051,002143
0000001555,03,14,0101,003098
0000001558,05,17,0125,001147
0000001561,04,15,0109,000535
0000001564,05,18,0139,001497
0000001568,04,15,0109,001434
0000001572,03,14,0106,003551
0000001573,05,21,0163,001396
0000001578,02,08,0051,001847
0000001583,04,15,0109,004328
0000001586,05,21,0162,007687
0000001587,05,17,0134,006200
0000001588,04,15,0109,004742
0000001589,04,15,0109,000898
0000001590,04,15,0109,004836
0000001594,04,15,0109,003684
0000001595,02,09,0054,002196
0000001599,04,15,0109,001434
0000001608,03,13,0091,002645
0000001609,04,15,0109,004966
0000001620,02,08,0051,000394
0000001623,02,08,0051,001023
0000001625,03,14,0101,003098
0000001634,03,14,0103,003315
0000001636,03,14,0101,003029
0000001638,04,15,0109,000545
0000001639,04,15,0109,004940
0000001645,05,17,0133,006170
0000001646,05,21,0159,007494
0000001647,05,21,0163,000426
0000001649,04,15,0109,000535
0000001659,05,17,0125,005954
0000001661,04,15,0109,005170
0000001664,04,16,0115,005487
0000001665,04,15,0109,003915
0000001666,05,21,0163,008726
0000001667,04,15,0109,004940
0000001672,03,14,0106,003551
0000001676,04,15,0109,004303
0000001678,04,15,0109,004495
0000001684,05,20,0148,006740
0000001689,03,12,0086,002564
0000001692,04,15,0109,001434
0000001697,03,14,0106,003551
0000001698,03,12,0089,002623
0000001700,05,21,0163,005097
0000001701,05,17,0134,006192
0000001702,04,15,0109,005416
0000001707,05,20,0150,006753
0000001709,03,14,0099,002996
0000001710,05,21,0163,001396
0000001711,03,13,0093,002835
0000001713,05,21,0163,000426
0000001715,04,15,0109,004303
0000001720,04,15,0109,005162
0000001723,04,15,0109,000535
0000001724,04,15,0109,001434
0000001725,04,15,0109,003981
0000001728,05,21,0162,007748
0000001729,03,14,0108,003667
0000001737,02,08,0048,000402
0000001738,04,15,0109,001434
0000001747,03,14,0106,003551
0000001748,04,15,0109,000535
0000001754,04,15,0109,003687
0000001755,03,13,0097,002956
0000001757,04,15,0109,003687
0000001760,03,13,0093,002665
0000001763,05,21,0162,007727
0000001766,02,08,0051,000845
0000001771,03,12,0080,002535
0000001780,04,15,0109,003973
0000001792,04,15,0109,000535
0000001798,03,14,0101,003098
0000001803,04,15,0109,001434
0000001810,03,12,0086,002564
0000001813,05,19,0142,006548
0000001817,05,21,0163,008893
0000001826,04,15,0109,004615
0000001827,05,21,0163,000426
0000001829,04,15,0109,004303
0000001830,03,14,0103,003380
0000001833,04,15,0109,000161
0000001835,05,17,0134,006191
0000001839,03,12,0089,002623
0000001842,04,15,0109,001434
0000001844,05,21,0162,007635
0000001845,04,15,0109,005267
0000001847,05,19,0144,006603
0000001850,05,20,0155,007009
0000001853,03,14,0101,003260
0000001867,04,15,0109,001434
0000001869,04,16,0115,005639
0000001871,04,15,0109,005011
0000001873,05,17,0130,006117
0000001878,04,15,0109,001434
0000001879,04,16,0115,001546
0000001886,05,21,0163,008023
0000001888,04,15,0109,005267
0000001889,04,15,0109,000026
0000001891,05,19,0143,006558
0000001896,04,15,0109,003687
0000001898,05,21,0159,007546
0000001900,04,15,0109,004303
0000001905,04,15,0109,004940
0000001909,05,21,0159,007494
0000001914,05,17,0125,005824
0000001917,05,21,0163,007994
0000001920,04,15,0109,005011
0000001921,05,21,0163,000426
0000001928,04,15,0109,005118
0000001929,01,03,0014,000050
0000001932,05,20,0157,007169
0000001936,03,14,0101,003013
0000001940,03,14,0101,003013
0000001941,04,16,0115,004956
0000001943,02,08,0048,000554
0000001945,05,18,0138,006345
0000001948,04,15,0109,004605
0000001952,05,17,0128,006073
0000001953,03,13,0093,002898
0000001962,04,15,0109,003687
0000001963,04,15,0109,004940
0000001965,04,15,0109,000535
0000001968,03,14,0101,003013
0000001972,03,13,0093,002665
0000001976,05,21,0163,000426
0000001986,02,08,0051,001376
0000001989,05,21,0163,007919
0000001992,02,08,0051,001264
0000001999,04,15,0109,004940
0000002002,05,21,0163,008367
0000002003,04,15,0109,004940
0000002011,05,20,0157,007110
0000002012,04,15,0109,003915
0000002013,04,15,0109,005100
0000002014,05,21,0159,007512
0000002016,05,21,0163,008576
0000002017,05,17,0125,005824
0000002022,05,21,0163,000426
0000002024,05,21,0162,007677
0000002028,04,15,0109,001434
0000002029,04,15,0109,004726
0000002032,04,15,0109,004595
0000002033,05,20,0151,006793
0000002035,04,15,0109,001434
0000002039,05,21,0163,000426
0000002041,03,14,0106,003551
0000002046,02,08,0048,000554
0000002047,04,15,0109,004768
0000002049,05,17,0125,006005
0000002054,04,16,0115,005539
0000002055,05,21,0163,000426
0000002056,03,14,0106,003551
0000002061,04,15,0109,001434
0000002063,02,08,0051,002064
0000002066,02,08,0048,000026
0000002069,05,21,0160,000968
0000002071,05,19,0145,006701
0000002074,05,17,0125,005861
0000002082,03,11,0069,002282
0000002086,04,15,0109,003687
0000002089,04,15,0109,004940
0000002094,02,08,0051,001354
0000002097,03,12,0089,002623
0000002102,05,21,0163,000426
0000002105,03,14,0106,003551
0000002107,04,15,0109,004616
0000002108,05,21,0163,004121
0000002110,03,11,0071,002333
0000002113,03,14,0101,003267
0000002116,05,20,0157,007183
0000002118,05,21,0163,009009
0000002119,04,16,0115,000178
0000002121,04,16,0115,005586
0000002125,05,19,0145,006668
0000002126,04,15,0109,005449
0000002129,02,08,0051,000859
0000002130,02,08,0051,001058
0000002131,04,15,0109,000535
0000002138,04,15,0109,003915
0000002139,03,14,0101,003225
0000002149,05,21,0159,007364
0000002155,05,17,0134,006193
0000002157,05,21,0162,007899
0000002158,04,15,0109,000935
0000002159,04,15,0109,000535
0000002163,05,17,0125,005928
0000002171,03,13,0093,002819
0000002179,02,08,0048,000335
0000002184,01,03,0014,000062
0000002197,05,17,0123,005760
0000002198,04,15,0109,005335
0000002199,02,08,0048,000571
0000002206,05,17,0134,006200
0000002210,04,15,0109,002595
0000002212,04,15,0109,004940
0000002218,04,16,0115,005671
0000002221,03,14,0106,003551
0000002223,04,15,0109,005348
0000002227,03,14,0103,003385
0000002228,04,15,0109,003915
0000002236,04,15,0109,003915
0000002237,05,21,0163,004575
0000002240,05,17,0130,006117
0000002243,05,19,0144,006622
0000002250,05,21,0160,007583
0000002251,05,21,0163,000426
0000002252,04,15,0109,001434
0000002253,04,15,0109,003915
0000002256,04,15,0109,001434
0000002259,05,21,0163,008687
0000002263,05,21,0163,009111
0000002264,03,12,0089,002623
0000002267,05,21,0163,009119
0000002268,04,15,0109,004262
0000002273,04,15,0109,004062
0000002277,04,16,0115,005487
0000002279,02,08,0051,000765
0000002281,04,15,0109,003802
0000002283,05,21,0159,007494
0000002289,04,15,0109,004945
0000002294,05,21,0163,000426
0000002298,03,13,0094,002934
0000002303,05,19,0142,006529
0000002304,04,15,0109,003687
0000002307,04,15,0109,004303
0000002308,02,08,0051,000929
0000002309,03,14,0101,003098
0000002317,04,15,0109,001434
0000002318,05,20,0155,007009
0000002322,05,20,0150,006778
0000002324,03,13,0093,002887
0000002326,03,14,0101,003098
0000002331,04,15,0109,000535
0000002336,04,15,0109,003687
0000002338,02,08,0051,002024
0000002339,04,15,0109,001434
0000002347,05,21,0159,007364
0000002356,03,14,0101,003260
0000002357,04,16,0115,005572
0000002358,05,17,0131,006129
0000002373,03,14,0101,003095
0000002374,05,21,0163,008513
0000002377,02,08,0051,000554
0000002379,04,15,0109,000161
0000002382,05,17,0126,006039
0000002384,05,21,0163,008880
0000002387,04,15,0109,001434
0000002389,05,17,0125,006009
0000002390,04,16,0115,005642
0000002393,02,08,0051,001195
0000002395,04,15,0109,003681
0000002401,02,08,0051,000279
0000002405,05,21,0162,007858
0000002406,04,16,0115,005512
0000002414,02,08,0048,000311
0000002418,03,12,0089,002623
0000002422,04,15,0109,003976
0000002424,04,15,0109,004836
0000002425,04,15,0109,004561
0000002435,05,17,0134,006199
0000002436,03,14,0106,003551
0000002438,03,13,0093,002819
0000002448,03,11,0069,002266
0000002449,05,17,0130,006117
0000002463,04,15,0109,003696
0000002476,05,21,0163,008025
0000002478,01,03,0014,000052
0000002480,04,15,0109,000535
0000002481,03,14,0106,003551
0000002482,02,08,0051,001327
0000002485,03,14,0103,003354
0000002487,04,15,0109,005013
0000002489,04,15,0109,003915
0000002491,05,21,0162,007803
0000002493,03,14,0106,003551
0000002494,04,15,0109,004896
0000002498,04,15,0109,001434
0000002500,02,08,0051,001222
0000002503,04,15,0109,000535
0000002507,04,15,0109,003687
0000002510,02,08,0051,001872
0000002511,05,21,0163,004384
0000002512,02,08,0051,001258
0000002517,03,14,0103,003354
0000002518,03,14,0101,003098
0000002519,05,21,0159,007494
0000002526,02,08,0051,002064
0000002532,05,21,0160,000968
0000002535,05,17,0135,006216
0000002538,03,14,0101,003285
0000002542,03,14,0101,003013
0000002543,04,15,0109,001434
0000002547,01,02,0009,000033
0000002552,02,08,0051,001713
0000002553,03,14,0103,003354
0000002565,03,14,0103,003354
0000002569,04,15,0109,003687
0000002570,05,21,0162,007649
0000002573,05,19,0145,006682
0000002579,03,13,0093,002835
0000002580,03,14,0101,003017
0000002584,02,08,0048,000445
0000002585,02,08,0048,000409
0000002586,05,21,0158,007195
0000002589,03,14,0106,003547
0000002595,02,08,0051,001806
0000002598,01,04,0022,000107
0000002603,04,15,0109,000532
0000002604,02,08,0051,001300
0000002607,02,08,0051,001806
0000002609,03,13,0090,002641
0000002613,05,21,0163,008224
0000002615,04,15,0109,001434
0000002616,02,08,0051,001513
0000002618,03,14,0107,003567
0000002621,05,20,0151,006794
0000002623,02,08,0051,001674
0000002624,05,19,0144,006609
0000002626,02,08,0051,000394
0000002634,02,08,0048,000545
0000002636,01,04,0022,000106
0000002637,05,21,0163,008652
0000002639,03,13,0093,002819
0000002642,02,08,0051,001517
0000002644,04,15,0109,004581
0000002646,02,08,0051,001376
0000002648,03,14,0101,003114
0000002650,02,08,0051,002025
0000002658,02,08,0051,000279
0000002666,02,08,0048,000242
0000002667,05,21,0163,000426
0000002674,03,12,0084,002550
0000002675,04,15,0109,004940
0000002677,02,08,0051,000838
0000002678,04,15,0109,005368
0000002685,03,12,0089,002623
0000002688,02,08,0048,000511
0000002689,03,12,0089,002617
0000002691,05,21,0163,008052
0000002692,03,14,0105,003485
0000002694,03,13,0093,002762
0000002698,03,14,0107,003614
0000002699,03,14,0101,003229
0000002700,04,15,0109,004940
0000002705,03,12,0087,002575
0000002707,03,14,0101,003156
0000002713,05,17,0123,005782
0000002718,03,13,0093,002706
0000002721,02,08,0051,001122
0000002722,03,12,0164,009142
0000002723,05,21,0162,007833
0000002725,03,12,0089,002623
0000002726,05,17,0125,005861
0000002733,04,15,0109,001434
0000002734,04,15,0109,005178
0000002741,03,14,0101,003285
0000002745,03,11,0069,002294
0000002749,05,21,0163,009037
0000002751,03,13,0091,002645
0000002753,03,13,0093,002748
0000002756,04,15,0109,003915
0000002761,05,21,0163,008137
0000002764,05,21,0158,007214
0000002776,05,21,0163,008966
0000002779,02,08,0051,000859
0000002784,05,21,0163,000743
0000002787,04,15,0109,003973
0000002790,01,03,0015,000066
0000002794,04,15,0109,003915
0000002797,03,12,0075,002478
0000002800,04,16,0115,005487
0000002808,04,15,0109,004940
0000002815,04,15,0109,003983
0000002817,04,15,0109,005051
0000002823,05,17,0125,005840
0000002829,02,08,0051,001961
0000002831,02,08,0048,000545
0000002833,05,19,0145,001963
0000002834,02,08,0048,000496
0000002846,02,08,0048,000534
0000002854,03,14,0103,003354
0000002856,04,15,0109,005376
0000002858,04,15,0109,004940
0000002859,02,08,0048,000554
0000002868,04,15,0109,003765
0000002870,05,21,0163,008515
0000002872,05,17,0125,005954
0000002876,03,11,0069,002286
0000002878,05,21,0159,007444
0000002881,03,13,0093,002690
0000002893,03,11,0073,002431
0000002896,01,04,0022,000106
0000002897,04,15,0109,001434
0000002903,03,11,0071,002410
