TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating
0000000309,0000004453,2020,2,02,000640,5
0000000310,0000053132,2020,2,02,000640,3
0000000312,0000034227,2020,2,02,000640,5
0000000313,0000018600,2020,2,04,000640,4
0000000314,0000078886,2020,1,03,000640,5
0000000315,0000018325,2020,2,04,000640,1
0000000316,0000030475,2020,2,05,000640,5
0000000320,0000051292,2020,2,02,000640,4
0000000321,0000074902,2020,2,02,000640,2
0000000325,0000030233,2020,2,04,000640,5
0000000328,0000042707,2020,2,02,000640,4
0000000330,0000025682,2020,2,02,000640,5
0000000331,0000038154,2019,5,04,000640,5
0000000333,0000044234,2020,2,05,000640,5
0000000334,0000022217,2020,2,04,000640,5
0000000338,0000012892,2020,2,02,000640,5
0000000339,0000047829,2020,1,02,000640,5
0000000344,0000021300,2020,2,04,000640,2
0000000345,0000017884,2019,10,04,000640,5
0000000346,0000053500,2020,2,05,000640,4
0000000347,0000076106,2020,2,03,000640,5
0000000348,0000047053,2020,2,04,000640,5
0000000349,0000085394,2019,3,03,000640,4
0000000351,0000087911,2020,1,02,000640,5
0000000353,0000075196,2020,1,03,000640,3
0000000354,0000085613,2020,1,03,000640,5
0000000361,0000009756,2020,1,05,000640,3
0000000365,0000085188,2020,1,04,000640,4
0000000368,0000021447,2020,1,04,000640,4
0000000370,0000070281,2020,1,02,000640,5
0000000371,0000068787,2020,1,02,000640,5
0000000373,0000004179,2020,1,03,000640,4
0000000374,0000058932,2020,1,02,000640,5
0000000376,0000005021,2020,1,04,000640,4
0000000379,0000082983,2020,1,05,000640,4
0000000386,0000019681,2020,1,03,000640,3
0000000387,0000023890,2020,1,03,000640,3
0000000389,0000075107,2020,1,02,000640,5
0000000391,0000020362,2020,1,02,000640,5
0000000392,0000048488,2020,1,05,000640,5
0000000393,0000039504,2020,1,02,000640,5
0000000397,0000034060,2020,1,03,000640,5
0000000398,0000006355,2020,1,04,000640,5
0000000403,0000052542,2020,1,03,000640,5
0000000404,0000058772,2020,1,02,000640,5
0000000405,0000058750,2020,1,04,000640,5
0000000409,0000046971,2020,1,02,000640,5
0000000410,0000017018,2020,1,03,000640,5
0000000411,0000073591,2020,1,02,000640,4
0000000414,0000044572,2019,12,03,000640,3
0000000415,0000073334,2020,1,05,000640,5
0000000416,0000055962,2020,1,02,000640,1
0000000417,0000021235,2020,1,04,000640,5
0000000421,0000078327,2020,1,02,000640,4
0000000422,0000085955,2020,1,04,000640,5
0000000423,0000048535,2020,1,03,000640,4
0000000424,0000079458,2020,1,02,000640,5
0000000428,0000058461,2020,1,02,000640,4
0000000429,0000085351,2020,1,03,000640,5
0000000430,0000087932,2020,1,02,000640,5
0000000431,0000047662,2020,1,02,000640,5
0000000433,0000006464,2019,12,03,000640,4
0000000436,0000054547,2019,12,02,000640,4
0000000439,0000048254,2020,1,03,000640,5
0000000442,0000031313,2019,12,04,000640,5
0000000443,0000064200,2020,1,03,000640,5
0000000444,0000047878,2020,1,03,000640,5
0000000445,0000076383,2020,1,02,000640,3
0000000447,0000069047,2020,1,02,000640,4
0000000448,0000004704,2020,1,02,000640,3
0000000449,0000060786,2019,11,02,000640,4
0000000450,0000011567,2019,12,03,000640,5
0000000452,0000009721,2020,1,04,000640,5
0000000453,0000081917,2020,1,02,000640,5
0000000455,0000074047,2020,1,03,000640,5
0000000456,0000035064,2019,12,02,000640,3
0000000457,0000016210,2019,12,02,000640,4
0000000458,0000034475,2020,1,03,000640,5
0000000461,0000035014,2019,8,03,000640,5
0000000465,0000032271,2019,12,04,000640,5
0000000466,0000051045,2020,1,03,000640,5
0000000467,0000061162,2020,1,05,000640,2
0000000468,0000082738,2019,10,04,000640,5
0000000469,0000048073,2020,1,02,000640,3
0000000472,0000031427,2020,1,03,000640,4
0000000473,0000030811,2020,1,04,000640,5
0000000474,0000066675,2020,1,04,000640,5
0000000475,0000044748,2019,12,02,000640,5
0000000478,0000018295,2020,1,04,000640,4
0000000479,0000037703,2020,1,04,000640,4
0000000480,0000003850,2020,1,05,000640,5
0000000484,0000061329,2019,12,02,000640,5
0000000486,0000018016,2020,1,02,000640,5
0000000487,0000000742,2020,1,02,000640,5
0000000488,0000071542,2019,12,02,000640,5
0000000489,0000057489,2020,1,03,000640,5
0000000490,0000022601,2019,12,02,000640,4
0000000491,0000087646,2019,4,05,000640,5
0000000492,0000057409,2019,12,03,000640,5
0000000495,0000075883,2020,1,04,000640,5
0000000497,0000035029,2019,12,04,000640,5
0000000498,0000060491,2020,1,05,000640,5
0000000503,0000022981,2019,12,04,000640,5
0000000504,0000034788,2019,12,03,000640,5
0000000508,0000008357,2019,12,03,000640,4
0000000511,0000025551,2020,1,03,000640,3
0000000514,0000046084,2019,12,02,000640,5
0000000515,0000081818,2019,12,03,000640,5
0000000516,0000010917,2019,12,02,000640,5
0000000518,0000009849,2019,12,05,000640,5
0000000521,0000030762,2019,12,03,000640,5
0000000524,0000033532,2019,12,04,000640,5
0000000525,0000020406,2019,12,03,000640,5
0000000526,0000067711,2019,12,05,000640,5
0000000530,0000054951,2019,12,03,000640,5
0000000532,0000001258,2019,12,03,000640,4
0000000534,0000080378,2019,12,02,000640,5
0000000535,0000016901,2019,12,02,000640,5
0000000536,0000027887,2019,12,02,000640,3
0000000537,0000026893,2019,12,03,000640,3
0000000538,0000006137,2019,12,02,000640,5
0000000541,0000052293,2019,12,04,000640,3
0000000542,0000068257,2019,12,03,000640,4
0000000543,0000043688,2019,12,03,000640,5
0000000544,0000037159,2019,12,03,000640,3
0000000546,0000013815,2019,12,02,000640,4
0000000549,0000015747,2019,12,02,000640,4
0000000550,0000083027,2019,12,03,000640,4
0000000551,0000061967,2019,12,03,000640,5
0000000552,0000043397,2019,12,02,000640,4
0000000553,0000062162,2019,12,02,000640,3
0000000554,0000046106,2019,12,02,000640,4
0000000555,0000067109,2019,12,02,000640,4
0000000556,0000052528,2019,12,02,000640,5
0000000557,0000022907,2019,12,04,000640,5
0000000558,0000037425,2019,12,05,000640,5
0000000559,0000041203,2019,12,02,000640,5
0000000562,0000020065,2019,12,02,000640,5
0000000563,0000073245,2019,12,03,000640,5
0000000565,0000073646,2019,12,05,000640,4
0000000568,0000084875,2019,12,03,000640,4
0000000570,0000023629,2019,12,03,000640,4
0000000573,0000030759,2019,12,03,000640,3
0000000575,0000001684,2019,12,04,000640,4
0000000576,0000068604,2019,12,02,000640,5
0000000579,0000058348,2019,12,02,000640,5
0000000580,0000054465,2019,12,04,000640,5
0000000581,0000075591,2019,12,02,000640,4
0000000583,0000061160,2019,11,03,000640,4
0000000587,0000019406,2019,12,02,000640,4
0000000588,0000069671,2019,12,02,000640,4
0000000591,0000088159,2019,12,02,000640,4
0000000592,0000046158,2019,12,03,000640,5
0000000594,0000065716,2019,12,03,000640,5
0000000598,0000026929,2019,12,02,000640,5
0000000602,0000019138,2019,11,02,000640,5
0000000604,0000054930,2019,12,02,000640,5
0000000605,0000022292,2019,12,05,000640,5
0000000608,0000061847,2019,12,02,000640,4
0000000611,0000039638,2019,12,02,000640,5
0000000612,0000075270,2019,12,02,000640,5
0000000614,0000081565,2019,12,02,000640,5
0000000615,0000001286,2019,11,04,000640,4
0000000617,0000021885,2019,12,03,000640,3
0000000618,0000059594,2019,12,02,000640,4
0000000623,0000054832,2019,12,02,000640,5
0000000625,0000062637,2019,12,05,000640,4
0000000626,0000066466,2019,12,03,000640,4
0000000627,0000012514,2019,12,03,000640,5
0000000628,0000026721,2019,12,02,000640,3
0000000629,0000057888,2019,12,02,000640,5
0000000631,0000059214,2019,12,05,000640,5
0000000634,0000016818,2019,12,03,000640,5
0000000635,0000035966,2019,12,04,000640,4
0000000637,0000043752,2019,12,03,000640,4
0000000638,0000025167,2019,12,03,000640,5
0000000640,0000017509,2019,12,04,000640,5
0000000641,0000012493,2019,12,02,000640,4
0000000642,0000050006,2019,2,03,000640,5
0000000645,0000059886,2019,11,04,000640,4
0000000648,0000088096,2019,12,02,000640,5
0000000650,0000086495,2019,11,04,000640,5
0000000651,0000071335,2019,10,04,000640,5
0000000652,0000043469,2019,12,02,000640,4
0000000653,0000062902,2019,9,02,000640,5
0000000655,0000000842,2019,11,02,000640,4
0000000656,0000079806,2019,11,02,000640,5
0000000659,0000079106,2019,11,02,000640,5
0000000662,0000040004,2019,8,02,000640,5
0000000663,0000038965,2019,11,02,000640,4
0000000664,0000057241,2019,11,02,000640,4
0000000665,0000083593,2019,11,05,000640,4
0000000670,0000051833,2019,11,02,000640,4
0000000674,0000045575,2019,10,02,000640,5
0000000676,0000083403,2019,11,04,000640,3
0000000678,0000021800,2019,11,02,000640,5
0000000679,0000040371,2019,11,02,000640,5
0000000680,0000033602,2019,11,02,000640,5
0000000683,0000080509,2019,11,03,000640,5
0000000687,0000021032,2019,11,02,000640,5
0000000688,0000043991,2019,11,04,000640,5
0000000690,0000020101,2019,11,02,000640,5
0000000692,0000021002,2019,11,05,000640,4
0000000695,0000066976,2019,11,04,000640,5
0000000696,0000028784,2019,11,03,000640,5
0000000698,0000042092,2019,11,04,000640,5
0000000706,0000047891,2019,10,04,000640,5
0000000707,0000053973,2019,11,02,000640,4
0000000711,0000075059,2019,11,02,000640,5
0000000715,0000020317,2019,11,02,000640,5
0000000716,0000076909,2019,11,02,000640,5
0000000721,0000086520,2019,11,03,000640,4
0000000724,0000069256,2019,8,03,000640,4
0000000726,0000043343,2019,11,04,000640,5
0000000727,0000036630,2019,11,03,000640,5
0000000728,0000046043,2019,11,04,000640,5
0000000732,0000085645,2019,11,02,000640,5
0000000734,0000006578,2019,11,04,000640,5
0000000735,0000059262,2019,11,02,000640,4
0000000737,0000002322,2019,11,04,000640,4
0000000739,0000059472,2019,11,04,000640,3
0000000743,0000022780,2019,11,04,000640,5
0000000744,0000086490,2019,11,02,000640,4
0000000746,0000033842,2019,11,02,000640,5
0000000748,0000038379,2019,11,02,000640,4
0000000750,0000048560,2019,11,04,000640,4
0000000751,0000077923,2019,10,03,000640,1
0000000752,0000038836,2019,11,02,000640,4
0000000754,0000038110,2019,11,02,000640,5
0000000755,0000015549,2019,11,04,000640,5
0000000757,0000036219,2019,11,02,000640,5
0000000758,0000014472,2019,11,04,000640,5
0000000759,0000028964,2019,11,03,000640,3
0000000760,0000023832,2019,11,04,000640,4
0000000761,0000038620,2019,11,02,000640,5
0000000766,0000039924,2019,11,04,000640,5
0000000767,0000058141,2019,10,02,000640,5
0000000769,0000077358,2019,11,02,000640,4
0000000770,0000054424,2019,11,02,000640,5
0000000771,0000027001,2019,10,05,000640,4
0000000772,0000020211,2019,11,04,000640,5
0000000777,0000002449,2019,11,02,000640,4
0000000780,0000056064,2019,11,04,000640,5
0000000782,0000018783,2019,11,02,000640,3
0000000785,0000046208,2019,11,02,000640,4
0000000787,0000041136,2019,11,02,000640,5
0000000788,0000070751,2019,11,02,000640,4
0000000792,0000086510,2019,11,02,000640,4
0000000793,0000046093,2019,11,02,000640,5
0000000795,0000073421,2019,11,05,000640,4
0000000797,0000021907,2019,10,05,000640,5
0000000802,0000054148,2019,2,03,000640,5
0000000806,0000026141,2019,11,02,000640,5
0000000813,0000070273,2019,11,02,000640,5
0000000814,0000063138,2019,10,02,000640,5
0000000815,0000057016,2019,11,02,000640,5
0000000816,0000009624,2019,11,02,000640,5
0000000819,0000010723,2019,11,02,000640,5
0000000824,0000086375,2019,10,04,000640,5
0000000825,0000034781,2019,10,02,000640,5
0000000826,0000083171,2019,10,04,000640,5
0000000829,0000064335,2019,10,02,000640,4
0000000830,0000073509,2019,10,04,000640,4
0000000832,0000085910,2019,10,02,000640,3
0000000834,0000009694,2019,10,03,000640,5
0000000835,0000028545,2019,10,02,000640,4
0000000837,0000036962,2019,10,02,000640,5
0000000838,0000082189,2019,10,02,000640,5
0000000839,0000066378,2019,10,02,000640,5
0000000840,0000029051,2019,10,02,000640,4
0000000846,0000035119,2019,10,02,000640,2
0000000847,0000065681,2019,10,04,000640,3
0000000849,0000049821,2019,10,02,000640,5
0000000850,0000010389,2019,9,02,000640,4
0000000851,0000007246,2019,9,04,000640,5
0000000853,0000061195,2019,10,03,000640,5
0000000854,0000088085,2019,10,02,000640,2
0000000858,0000009956,2019,10,04,000640,5
0000000860,0000024782,2019,10,02,000640,5
0000000865,0000058334,2019,10,02,000640,5
0000000870,0000006032,2019,10,02,000640,5
0000000872,0000011927,2019,10,04,000640,3
0000000874,0000040692,2019,10,02,000640,5
0000000878,0000008302,2019,10,04,000640,4
0000000880,0000071914,2019,10,02,000640,4
0000000883,0000051251,2019,10,03,000640,3
0000000884,0000017352,2019,10,03,000640,4
0000000886,0000043865,2019,10,02,000640,4
0000000887,0000060790,2019,10,02,000640,4
0000000889,0000056045,2019,10,02,000640,5
0000000890,0000065680,2019,9,03,000640,2
0000000893,0000037087,2019,10,02,000640,4
0000000894,0000049782,2019,10,02,000640,4
0000000895,0000013579,2019,10,05,000640,5
0000000896,0000002108,2019,10,05,000640,4
0000000900,0000009406,2019,10,03,000640,4
0000000902,0000071386,2019,10,02,000640,5
0000000903,0000014379,2019,10,03,000640,4
0000000904,0000071725,2019,10,04,000640,5
0000000905,0000071189,2019,10,02,000640,5
0000000907,0000020413,2019,10,02,000640,5
0000000908,0000028978,2019,10,05,000640,4
0000000910,0000053872,2019,10,02,000640,5
0000000911,0000075539,2019,10,04,000640,5
0000000914,0000084262,2019,10,04,000640,5
0000000917,0000069566,2019,10,03,000640,4
0000000918,0000004217,2019,10,02,000640,4
0000000919,0000026333,2019,10,05,000640,5
0000000921,0000067211,2019,10,02,000640,5
0000000922,0000080948,2019,10,03,000640,4
0000000923,0000005716,2019,10,02,000640,5
0000000926,0000066941,2019,10,02,000640,5
0000000929,0000040884,2019,10,04,000640,4
0000000930,0000010654,2019,10,03,000640,4
0000000931,0000022737,2019,10,02,000640,5
0000000933,0000038667,2019,10,02,000640,5
0000000934,0000059662,2019,10,04,000640,5
0000000935,0000029058,2019,10,02,000640,1
0000000936,0000060526,2019,10,02,000640,3
0000000939,0000008950,2019,10,02,000640,5
0000000941,0000049649,2019,10,03,000640,5
0000000942,0000077383,2019,10,03,000640,5
0000000943,0000014126,2019,10,05,000640,3
0000000947,0000058656,2019,10,04,000640,5
0000000949,0000016491,2019,10,02,000640,1
0000000950,0000031295,2019,10,02,000640,3
0000000951,0000011384,2019,10,03,000640,5
0000000953,0000057986,2019,10,04,000640,5
0000000956,0000070516,2019,10,04,000640,4
0000000963,0000049083,2019,10,04,000640,5
0000000964,0000021736,2019,10,03,000640,5
0000000966,0000022247,2019,8,04,000640,4
0000000969,0000087304,2019,9,02,000640,4
0000000970,0000079692,2019,10,02,000640,3
0000000973,0000083606,2019,9,02,000640,4
0000000974,0000073172,2019,10,02,000640,5
0000000979,0000003832,2019,10,04,000640,4
0000000982,0000041256,2019,10,02,000640,5
0000000985,0000004804,2019,10,02,000640,5
0000000989,0000004428,2019,9,03,000640,4
0000000990,0000036927,2019,10,02,000640,3
0000000993,0000082987,2019,10,02,000640,5
0000000998,0000047578,2019,10,05,000640,5
0000001000,0000072453,2019,10,05,000640,5
0000001003,0000058233,2019,10,05,000640,3
0000001005,0000036818,2019,10,04,000640,4
0000001006,0000044851,2019,9,02,000640,4
0000001008,0000065965,2019,10,02,000640,5
0000001011,0000042866,2019,8,02,000640,3
0000001012,0000042699,2019,10,02,000640,3
0000001013,0000007203,2019,10,02,000640,4
0000001015,0000052708,2019,9,02,000640,4
0000001016,0000063259,2019,10,02,000640,5
0000001021,0000040176,2019,10,02,000640,4
0000001022,0000018444,2019,10,02,000640,5
0000001023,0000028072,2019,9,02,000640,5
0000001025,0000084861,2018,11,04,000640,4
0000001029,0000056772,2019,10,02,000640,5
0000001030,0000024984,2019,9,02,000640,5
0000001032,0000057915,2019,10,05,000640,5
0000001033,0000067364,2019,9,03,000640,5
0000001037,0000061692,2019,10,05,000640,5
0000001038,0000040702,2019,10,02,000640,5
0000001041,0000069921,2019,9,02,000640,5
0000001042,0000034075,2019,9,02,000640,5
0000001043,0000070749,2019,9,05,000640,5
0000001046,0000069213,2019,9,02,000640,3
0000001047,0000042847,2019,9,02,000640,3
0000001048,0000055877,2019,9,02,000640,5
0000001049,0000010530,2019,9,04,000640,5
0000001050,0000085786,2019,9,03,000640,3
0000001051,0000037950,2019,9,02,000640,5
0000001052,0000008425,2019,9,02,000640,5
0000001054,0000085609,2019,9,03,000640,4
0000001055,0000067329,2019,9,02,000640,5
0000001056,0000073551,2019,9,03,000640,4
0000001058,0000043829,2019,9,02,000640,4
0000001059,0000079132,2019,9,02,000640,5
0000001060,0000010563,2019,9,05,000640,5
0000001061,0000017831,2019,9,04,000640,5
0000001062,0000078418,2019,9,02,000640,5
0000001069,0000064450,2019,9,03,000640,5
0000001071,0000062605,2019,9,05,000640,3
0000001073,0000013403,2019,9,02,000640,5
0000001074,0000017496,2019,9,02,000640,5
0000001075,0000052020,2019,9,02,000640,5
0000001076,0000074930,2019,9,04,000640,5
0000001079,0000038489,2019,9,02,000640,4
0000001080,0000076788,2019,9,02,000640,4
0000001082,0000013737,2019,9,02,000640,3
0000001084,0000051768,2019,9,02,000640,4
0000001085,0000063748,2019,9,03,000640,4
0000001088,0000027005,2019,9,02,000640,5
0000001093,0000054937,2019,4,02,000640,5
0000001095,0000060162,2019,9,02,000640,4
0000001097,0000006742,2019,9,02,000640,5
0000001100,0000035305,2019,9,02,000640,5
0000001101,0000086362,2019,9,02,000640,5
0000001102,0000040403,2019,9,02,000640,5
0000001103,0000072153,2019,9,03,000640,5
0000001110,0000028619,2019,9,02,000640,5
0000001112,0000056338,2019,9,02,000640,5
0000001116,0000013488,2019,9,02,000640,5
0000001118,0000006384,2019,9,02,000640,5
0000001119,0000046497,2019,9,02,000640,5
0000001120,0000036596,2019,9,03,000640,4
0000001127,0000060491,2019,9,05,000640,5
0000001129,0000045981,2019,9,02,000640,5
0000001130,0000077099,2019,9,03,000640,4
0000001131,0000063124,2019,9,02,000640,3
0000001132,0000044141,2019,9,04,000640,5
0000001135,0000065810,2019,9,02,000640,5
0000001136,0000068578,2019,9,03,000640,4
0000001139,0000069085,2019,9,04,000640,5
0000001140,0000086747,2019,9,02,000640,5
0000001141,0000058004,2019,9,02,000640,3
0000001142,0000015335,2019,9,02,000640,4
0000001143,0000002893,2019,9,03,000640,5
0000001145,0000049656,2019,9,02,000640,4
0000001147,0000049920,2019,9,02,000640,5
0000001149,0000003655,2019,9,02,000640,5
0000001151,0000046918,2019,9,02,000640,4
0000001152,0000014468,2019,9,05,000640,5
0000001153,0000005300,2019,9,02,000640,3
0000001155,0000078022,2019,9,03,000640,4
0000001156,0000059527,2019,9,04,000640,4
0000001158,0000064321,2019,9,02,000640,5
0000001159,0000012949,2019,9,03,000640,4
0000001162,0000054243,2019,9,02,000640,3
0000001163,0000056369,2019,9,02,000640,5
0000001166,0000066690,2019,9,02,000640,5
0000001167,0000002928,2019,9,02,000640,4
0000001168,0000070854,2019,9,02,000640,4
0000001169,0000024059,2019,9,04,000640,5
0000001170,0000043264,2019,9,03,000640,5
0000001171,0000051728,2019,9,04,000640,5
0000001172,0000068733,2019,9,02,000640,5
0000001173,0000044773,2019,9,02,000640,5
0000001174,0000038501,2019,9,02,000640,4
0000001176,0000082171,2019,9,02,000640,5
0000001177,0000084558,2019,8,02,000640,4
0000001179,0000019237,2019,8,03,000640,4
0000001180,0000045570,2019,9,02,000640,3
0000001181,0000085584,2019,9,02,000640,4
0000001183,0000031508,2019,9,02,000640,5
0000001184,0000059207,2019,8,04,000640,3
0000001186,0000062830,2019,9,02,000640,4
0000001187,0000024295,2019,9,04,000640,5
0000001188,0000007966,2019,9,02,000640,5
0000001190,0000019072,2019,9,02,000640,5
0000001191,0000072803,2019,9,05,000640,4
0000001194,0000087935,2019,9,02,000640,3
0000001198,0000029822,2019,9,04,000640,4
0000001199,0000024887,2019,9,02,000640,5
0000001202,0000020750,2019,9,05,000640,5
0000001203,0000012776,2019,9,02,000640,5
0000001204,0000080084,2019,8,03,000640,5
0000001205,0000004729,2019,9,02,000640,1
0000001206,0000034649,2019,9,02,000640,5
0000001207,0000053903,2019,9,02,000640,5
0000001209,0000051818,2019,9,03,000640,5
0000001211,0000014599,2019,8,02,000640,5
0000001217,0000086765,2019,9,02,000640,4
0000001218,0000069257,2019,9,02,000640,3
0000001220,0000042830,2019,9,03,000640,1
0000001221,0000035233,2019,9,02,000640,3
0000001223,0000080157,2019,9,03,000640,5
0000001225,0000081112,2019,1,02,000640,5
0000001227,0000004282,2019,9,02,000640,5
0000001228,0000027893,2019,9,02,000640,5
0000001231,0000042705,2019,9,05,000640,5
0000001232,0000030209,2019,9,02,000640,4
0000001234,0000085871,2019,9,02,000640,5
0000001237,0000043720,2019,9,02,000640,5
0000001239,0000066827,2019,9,02,000640,5
0000001240,0000064196,2019,9,04,000640,5
0000001243,0000004913,2019,9,04,000640,5
0000001246,0000081717,2019,9,02,000640,4
0000001250,0000018250,2019,8,02,000640,5
0000001251,0000012413,2019,9,03,000640,5
0000001254,0000076890,2019,9,02,000640,5
0000001256,0000071885,2019,8,03,000640,5
0000001257,0000067101,2019,8,03,000640,4
0000001258,0000081111,2019,9,02,000640,5
0000001260,0000002741,2019,8,02,000640,4
0000001261,0000079371,2019,9,02,000640,3
0000001263,0000059264,2019,9,04,000640,5
0000001268,0000051721,2018,11,03,000640,3
0000001271,0000029808,2019,9,02,000640,4
0000001272,0000065731,2019,9,05,000640,4
0000001275,0000023930,2019,8,04,000640,4
0000001276,0000055472,2019,9,02,000640,4
0000001278,0000016625,2019,9,02,000640,4
0000001280,0000039282,2019,8,05,000640,1
0000001281,0000000761,2019,9,03,000640,4
0000001282,0000023566,2019,9,04,000640,5
0000001284,0000051124,2019,8,04,000640,5
0000001286,0000011622,2019,9,02,000640,4
0000001287,0000034982,2019,8,03,000640,4
0000001288,0000011876,2019,7,02,000640,5
0000001289,0000058781,2019,8,02,000640,5
0000001290,0000052089,2019,8,03,000640,5
0000001291,0000031436,2019,8,02,000640,5
0000001292,0000005213,2019,8,02,000640,5
0000001293,0000068173,2019,8,03,000640,4
0000001294,0000026180,2019,8,03,000640,5
0000001295,0000072046,2019,8,02,000640,5
0000001297,0000062515,2019,7,04,000640,5
0000001298,0000007916,2019,8,03,000640,3
0000001302,0000070957,2019,8,02,000640,5
0000001303,0000057808,2019,8,02,000640,5
0000001304,0000077350,2019,8,02,000640,5
0000001305,0000002264,2019,8,02,000640,5
0000001306,0000080645,2019,8,02,000640,4
